# Program:featureCounts v1.5.0-p1;
Geneid	Chr	Start	End	Strand	Length	s1	s2	s3	s4	s5	s6	s7	s8
ENSG00000231050.1	chr1;chr1	1822910;1823573	1823290;1824097	+;+	906	3	1	3	4	1	2	2	2
ENSG00000169885.5	chr1;chr1;chr1	1846266;1848413;1848586	1848335;1848513;1848735	+;+;+	2321	6	6	15	16	9	19	16	24
ENSG00000178821.8	chr1;chr1	1849029;1849692	1849601;1850712	-;-	1594	14	4	15	20	15	21	42	26
ENSG00000142609.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1853396;1854028;1854424;1854806;1855214;1855830;1857222;1857667;1857896;1858091;1860223;1861499;1870294;1871033;1871755;1873467;1875770;1877756;1878429;1884752;1888059;1890559;1891403;1895188;1896327;1897810;1900074;1902098;1903419;1904376;1905464;1915110;1916778;1918376;1919401;1919951;1920328;1922329;1935140	1853827;1854162;1854584;1854938;1855368;1855959;1857377;1857786;1857951;1859368;1860321;1861775;1870427;1871206;1871842;1873595;1875891;1877878;1878493;1887289;1888223;1890648;1891547;1895306;1896500;1897965;1900272;1902255;1903521;1904486;1905637;1916551;1916929;1918474;1919572;1920094;1920412;1922414;1935276	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10416	1	0	3	1	3	1	0	3
ENSG00000233542.1	chr1;chr1	1944652;1946804	1946439;1946969	-;-	1954	2	3	1	3	4	3	0	0
ENSG00000187730.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1950780;1956381;1956773;1956957;1959016;1959594;1960550;1960990;1961422	1950930;1956493;1956840;1957177;1959098;1959731;1960705;1961201;1962192	+;+;+;+;+;+;+;+;+	1913	8	1	3	7	2	8	6	5
ENSG00000226969.1	chr1;chr1;chr1	1980642;1981037;1981307	1980907;1981105;1981509	-;-;-	538	0	0	0	0	0	1	1	0
ENSG00000067606.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1981909;1982247;1986880;1987923;1990980;2002738;2004901;2005425;2006127;2006294;2006683;2013687;2029786;2036155;2043093;2047644;2065077;2066252;2066701;2075649;2075890;2076777;2077466;2080311;2082229;2087434;2100287;2102992;2103494;2103740;2105336;2106193;2106663;2113271;2116022;2116361	1982140;1982451;1987315;1988012;1991030;2002975;2005368;2005714;2006206;2006572;2006818;2013899;2029994;2036334;2043256;2047749;2065439;2066525;2066786;2075780;2076023;2076950;2077547;2080363;2082418;2088167;2101043;2103084;2103629;2103827;2105455;2106272;2106752;2113353;2116137;2116834	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7636	225	185	382	415	264	325	286	333
ENSG00000271806.1	chr1	2072523	2076718	-	4196	1	0	0	0	2	0	1	0
ENSG00000182873.4	chr1	2113233	2115828	-	2596	3	0	5	11	5	9	7	7
ENSG00000162585.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2115903;2117443;2118277;2120983;2125437;2126127;2129446;2134875;2137744;2137954;2138995;2143811;2143988	2116952;2117688;2118645;2125349;2125652;2126214;2132664;2135321;2137863;2138106;2139172;2143897;2144159	-;-;-;-;-;-;-;-;-;-;-;-;-	10712	200	122	176	267	144	347	332	368
ENSG00000269554.1	chr1	2121237	2123179	+	1943	14	5	10	13	8	15	11	8
ENSG00000203301.2	chr1	2143360	2145620	-	2261	0	1	1	0	4	1	0	1
ENSG00000243558.1	chr1;chr1	2143610;2143988	2143897;2144013	-;-	314	0	0	0	0	0	0	0	0
ENSG00000234396.3	chr1;chr1	2143962;2151974	2144083;2152177	+;+	326	0	0	1	1	1	0	0	1
ENSG00000157933.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2160134;2163918;2179435;2234417;2234724;2235085;2235732;2237459;2238016	2161174;2164108;2179510;2234542;2234839;2235547;2236024;2237689;2241558	+;+;+;+;+;+;+;+;+	6080	919	588	470	879	604	358	451	266
ENSG00000116151.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2252692;2255536;2263565;2267908;2268156;2286616;2288871;2290031;2302604;2305900;2307038;2309494;2310430;2316417;2316811;2321364;2322897	2253018;2255582;2264192;2267987;2268289;2286903;2289037;2290154;2304030;2305996;2307317;2310419;2310666;2316597;2319948;2321435;2323146	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8403	31	20	56	71	41	42	38	38
ENSG00000272161.1	chr1	2257640	2258132	-	493	0	0	0	0	0	0	0	0
ENSG00000269753.1	chr1	2258581	2259042	+	462	0	0	0	0	0	0	0	0
ENSG00000269896.1	chr1	2281853	2284259	-	2407	9	5	6	10	6	15	18	24
ENSG00000238240.2	chr1	2283083	2283296	-	214	0	0	0	0	0	0	0	0
ENSG00000272420.1	chr1	2294500	2295067	-	568	3	0	1	2	2	2	3	4
ENSG00000271921.1	chr1	2306292	2306792	-	501	1	2	3	6	0	4	4	6
ENSG00000271847.1	chr1	2309056	2309799	-	744	1	1	8	7	1	3	1	3
ENSG00000178642.5	chr1;chr1	2316811;2316996	2316993;2319922	+;+	3110	0	0	0	0	0	0	0	0
ENSG00000157916.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2323267;2324613;2325444;2328555;2330854;2332296;2333390;2334474	2323397;2324670;2327806;2328659;2330953;2332374;2333781;2336883	+;+;+;+;+;+;+;+	5638	1814	1416	2039	2469	1778	2125	2156	1883
ENSG00000157911.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2336236;2337923;2338159;2339891;2341117;2341700;2342069;2343830;2345036	2337273;2338058;2338394;2340297;2341443;2341890;2342312;2344010;2345236	-;-;-;-;-;-;-;-;-	2961	131	87	145	187	157	149	173	106
ENSG00000149527.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2357419;2361777;2398898;2407754;2409915;2410529;2411622;2415887;2418346;2418612;2419037;2420646;2421199;2422631;2426295;2426927;2428046;2428267;2428941;2429221;2430523;2431080	2357476;2362068;2399101;2408151;2410061;2411417;2411751;2416057;2418439;2418815;2419157;2420817;2421306;2422774;2426387;2427009;2428143;2428449;2429048;2430267;2430669;2436969	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10781	67	29	50	65	30	60	115	58
ENSG00000224387.1	chr1;chr1	2423739;2424540	2424035;2424697	-;-	455	0	0	0	1	0	1	0	0
ENSG00000229393.1	chr1;chr1	2424876;2425822	2425292;2425918	-;-	514	0	0	0	0	0	0	0	0
ENSG00000157881.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2439972;2441232;2441496;2441732;2442777;2443067;2443845;2445441;2445793;2446697;2447001;2449603;2449955;2450582;2451240;2451761;2452162;2452540;2457040;2457903	2440499;2441369;2441596;2442221;2442826;2443122;2444478;2445528;2445905;2446840;2447376;2449703;2450036;2450763;2451393;2451853;2452345;2453380;2457626;2458039	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5079	243	194	249	265	240	262	328	215
ENSG00000197921.5	chr1;chr1;chr1	2460184;2461285;2461550	2461188;2461450;2461684	-;-;-	1306	1	0	4	4	1	10	7	5
ENSG00000272449.1	chr1	2477904	2478899	+	996	17	17	10	22	10	25	39	31
ENSG00000238164.2	chr1;chr1;chr1;chr1;chr1	2481359;2481722;2482431;2486163;2488416	2481713;2482170;2485735;2488135;2488470	-;-;-;-;-	6137	201	235	508	765	424	843	650	737
ENSG00000157873.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2487078;2487230;2487805;2489165;2489782;2491993;2496492	2487106;2487700;2488172;2489273;2491417;2495268;2496821	+;+;+;+;+;+;+	6219	1341	1145	2266	2187	1822	2950	2702	2599
ENSG00000225931.3	chr1;chr1;chr1	2497849;2499305;2500416	2498044;2499493;2501327	+;+;+	1297	7	3	6	10	6	9	8	8
ENSG00000228037.1	chr1;chr1;chr1	2512999;2514809;2515564	2513089;2514934;2515972	+;+;+	626	21	14	23	27	17	47	36	27
ENSG00000157870.10	chr1;chr1;chr1;chr1;chr1;chr1	2517930;2518214;2518481;2519180;2519775;2520849	2518030;2518387;2518734;2519231;2520479;2522908	+;+;+;+;+;+	3346	553	406	839	1169	720	653	754	573
ENSG00000142606.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2522078;2522996;2523133;2524094;2525253;2525824;2526229;2526715;2527448;2528000;2529646;2530093;2535323;2535586;2536997;2537687;2538413;2540778;2541109;2542720;2543566;2560770;2561197;2564305	2522528;2523072;2523466;2524405;2525512;2525882;2526332;2526798;2527546;2528128;2529739;2530229;2535412;2535720;2537062;2537805;2538508;2540858;2541270;2542840;2543643;2560960;2561636;2564481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3896	12	14	26	35	24	46	28	33
ENSG00000237058.1	chr1;chr1	2564007;2567795	2564114;2568059	+;+	373	0	0	0	0	0	0	0	0
ENSG00000215912.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2567415;2571539;2572773;2575703;2576732;2700154;2702384;2704046;2706068;2717336;2718142	2571151;2571599;2573334;2575917;2577002;2700320;2702588;2704271;2706280;2717433;2718286	-;-;-;-;-;-;-;-;-;-;-	5900	4	3	4	10	4	2	10	1
ENSG00000233234.1	chr1;chr1	2728415;2728800	2728563;2729257	-;-	607	0	0	0	0	0	0	0	0
ENSG00000231630.1	chr1;chr1	2730997;2731392	2731253;2731563	-;-	429	0	0	0	0	0	0	0	0
ENSG00000169717.5	chr1	2938046	2939465	+	1420	0	0	0	0	0	0	0	0
ENSG00000177133.6	chr1;chr1;chr1;chr1	2976179;2980636;2983901;2984786	2980619;2980866;2984612;2985001	-;-;-;-	5600	1	0	3	3	9	8	9	13
ENSG00000256761.1	chr1;chr1	2978523;2978759	2978756;2978959	-;-	435	0	0	0	0	0	0	0	0
ENSG00000142611.12	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2985732;3102689;3154495;3160651;3301713;3303240;3311056;3313055;3319355;3321303;3322059;3327948;3331124;3334392;3335231;3341483;3341780;3342615;3347436;3348530;3350241	2985860;3103155;3154659;3160701;3301850;3303482;3311058;3313157;3319562;3321450;3322212;3329364;3331211;3334561;3335308;3341623;3342314;3342789;3347672;3348704;3355185	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9770	14	6	9	15	3	15	16	4
ENSG00000226286.1	chr1;chr1	3049491;3050137	3049822;3050273	-;-	469	0	0	2	0	0	0	0	0
ENSG00000272235.1	chr1	3223200	3226660	-	3461	7	3	3	6	1	6	10	3
ENSG00000130762.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3370990;3379630;3382569;3383535;3385108;3385997;3388171;3389333;3389957;3391272;3392534;3394439;3396081;3396376;3397012	3371375;3380236;3382757;3383901;3385500;3386157;3388355;3389794;3391021;3391346;3392626;3395176;3396154;3396477;3397677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5563	370	392	819	1019	652	1147	936	766
ENSG00000272088.1	chr1	3403810	3404191	+	382	2	3	0	3	0	5	5	1
ENSG00000162591.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3406484;3407476;3409203;3410335;3410560;3410935;3412454;3413219;3413552;3413797;3414055;3414935;3415262;3415702;3416152;3416360;3417197;3417530;3417741;3418360;3421772;3421986;3422672;3424359;3425122;3425639;3426434;3427347;3428114;3428570;3431114;3431966;3440688;3447644;3463562;3496389;3511902;3519030;3527702	3407153;3407523;3410050;3410463;3410808;3411305;3412582;3413347;3413683;3413925;3414185;3415063;3415390;3415830;3416280;3416488;3417328;3417658;3417872;3418485;3421906;3422120;3422800;3424487;3425253;3425809;3426556;3427466;3428251;3428692;3431236;3432091;3440810;3448012;3463687;3496493;3512011;3519164;3528059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7039	95	50	71	132	70	73	140	56
ENSG00000207776.1	chr1	3477259	3477354	-	96	0	0	0	0	0	0	0	0
ENSG00000238260.1	chr1;chr1;chr1	3539754;3540872;3541196	3540120;3541014;3541307	-;-;-	622	5	5	6	8	6	6	15	10
ENSG00000158109.10	chr1;chr1;chr1;chr1;chr1	3541566;3541988;3542277;3544064;3544973	3541837;3542079;3542453;3544217;3546691	+;+;+;+;+	2414	629	533	741	942	728	753	667	572
ENSG00000116213.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1	3547331;3548450;3555314;3563230;3563810;3566495;3569277	3548221;3553662;3556189;3563346;3564124;3566637;3569325	-;-;-;-;-;-;-	7604	294	239	304	451	285	339	413	305
ENSG00000078900.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3569084;3598897;3599624;3607236;3614610;3624113;3638585;3639918;3643679;3644042;3644693;3645891;3646564;3647491;3648027;3649311	3569205;3598994;3599744;3607508;3614715;3625098;3638771;3640033;3643788;3644334;3644781;3646315;3646712;3647629;3648120;3652765	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6763	58	46	46	44	47	49	49	34
ENSG00000227589.1	chr1;chr1;chr1	3575502;3578717;3585189	3575994;3578829;3585336	-;-;-	754	2	0	0	0	0	2	1	0
ENSG00000235131.1	chr1;chr1	3628764;3630751	3629002;3630862	-;-	351	0	0	0	0	0	0	0	0
ENSG00000227372.6	chr1;chr1;chr1;chr1;chr1;chr1	3652548;3658994;3659368;3659625;3659844;3662171	3656951;3659081;3659521;3659754;3659934;3663900	-;-;-;-;-;-	6597	227	161	176	206	128	156	157	125
ENSG00000162592.4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3668962;3670682;3672021;3673297;3677845;3679184;3679531;3680270;3683099;3683797;3686347;3687965	3669363;3670805;3672131;3673454;3677994;3679276;3680038;3680400;3683176;3684009;3686451;3688209	+;+;+;+;+;+;+;+;+;+;+;+	2318	0	0	0	0	0	0	0	0
ENSG00000235169.3	chr1;chr1;chr1	3689352;3691863;3692359	3689745;3692234;3692546	+;+;+	954	2	2	5	3	10	3	8	2
ENSG00000130764.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3696784;3698076;3699225;3700334;3700560;3701651;3703413;3712426	3697900;3698165;3699327;3700475;3700739;3701767;3703874;3713068	-;-;-;-;-;-;-;-	2854	410	333	475	468	391	435	532	450
ENSG00000266075.1	chr1	3699379	3699673	+	295	0	1	1	1	0	0	0	0
ENSG00000272153.1	chr1	3701572	3702102	+	531	0	1	1	0	1	1	0	1
ENSG00000116198.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3728645;3732713;3739340;3739988;3742322;3742934;3743272;3745830;3746256;3747610;3750235;3751489;3753059;3753479;3753856;3755528;3756172;3759673;3761471;3761853;3764039;3765172;3768859;3773453	3732081;3733022;3739805;3740126;3742430;3743000;3743308;3745937;3746561;3747788;3750599;3751656;3753256;3753700;3754083;3755683;3756340;3759887;3761547;3761915;3764268;3765345;3768985;3773778	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7876	389	358	275	460	343	233	277	184
ENSG00000169598.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3773845;3775282;3776984;3782207;3782848;3784227;3786169;3789036;3789578;3800071	3774281;3775430;3777070;3782564;3782962;3784617;3786339;3789136;3789701;3801993	+;+;+;+;+;+;+;+;+;+	3856	112	90	136	172	106	110	159	111
ENSG00000264428.1	chr1	3800628	3800697	+	70	0	0	0	0	0	0	0	0
ENSG00000198912.6	chr1;chr1;chr1;chr1	3805689;3807133;3811859;3816736	3806637;3809560;3812747;3816857	-;-;-;-	4388	254	223	306	368	270	310	332	231
ENSG00000236423.1	chr1;chr1;chr1;chr1;chr1	3816936;3820529;3821795;3830256;3830959	3817195;3820600;3822096;3830854;3833789	+;+;+;+;+	4064	5	14	14	18	15	43	35	27
ENSG00000233304.1	chr1;chr1;chr1;chr1	4000673;4001054;4009087;4012313	4000758;4001203;4009411;4015322	+;+;+;+	3571	0	1	0	0	0	0	0	0
ENSG00000226374.1	chr1;chr1;chr1	4007209;4008017;4008923	4007388;4008655;4009040	-;-;-	937	0	0	0	0	0	0	0	1
ENSG00000229280.1	chr1	4235588	4235959	-	372	0	0	0	0	0	0	0	0
ENSG00000235054.1	chr1;chr1;chr1;chr1;chr1;chr1	4472111;4475613;4476372;4482820;4483408;4484054	4472692;4475647;4476608;4483247;4483508;4484747	+;+;+;+;+;+	2077	0	0	0	0	0	0	1	0
ENSG00000227169.2	chr1;chr1	4611795;4612165	4612109;4612205	-;-	356	0	0	0	0	0	0	0	0
ENSG00000232596.1	chr1;chr1;chr1;chr1;chr1	4631608;4632530;4642337;4643143;4643399	4631689;4632652;4642634;4643238;4643481	+;+;+;+;+	682	0	0	0	0	0	0	0	0
ENSG00000196581.6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	4714792;4771215;4771960;4829913;4832340;4834487;4837461;4842605	4715514;4771246;4772759;4830000;4832585;4834618;4837854;4852594	+;+;+;+;+;+;+;+	12405	43	35	11	46	30	21	5	9
ENSG00000231510.1	chr1;chr1;chr1;chr1	5146519;5148311;5150640;5150793	5146629;5148433;5150687;5150959	-;-;-;-	449	0	0	0	0	0	0	0	0
ENSG00000260972.1	chr1	5553038	5554734	+	1697	0	0	0	0	0	0	0	0
ENSG00000264341.1	chr1	5624131	5624203	+	73	0	0	0	0	0	0	0	0
ENSG00000236948.1	chr1;chr1	5647428;5728201	5647635;5728355	-;-	363	0	0	0	0	0	0	0	0
ENSG00000216045.2	chr1	5875931	5876019	-	89	0	0	0	0	0	0	0	0
ENSG00000264101.1	chr1	5922732	5922801	-	70	0	0	0	0	0	0	0	0
ENSG00000131697.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	5922871;5927090;5927800;5933312;5934531;5934934;5936014;5936446;5936939;5939406;5940174;5946555;5947346;5948520;5950928;5964677;5965352;5965692;5967175;5969212;5987709;5993207;6007164;6008130;6012760;6021854;6027359;6029147;6038330;6046215;6052304	5926518;5927712;5928435;5933901;5934717;5935160;5936138;5936583;5937526;5939692;5942909;5947032;5947526;5948670;5951088;5964864;5965543;5965843;5967282;5969273;5987847;5993389;6007290;6008311;6012896;6022009;6027423;6029319;6038473;6046387;6052533	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13167	170	141	184	274	149	172	201	126
ENSG00000266687.1	chr1	5953899	5953984	-	86	0	0	0	0	0	0	0	0
ENSG00000069424.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6051526;6052423;6055923;6067499;6078695;6086360;6087357;6094343;6095977;6100577;6101228;6101891;6105981;6111571;6132815;6133793;6142255;6145264;6145800;6147527;6149068;6150449;6151323;6154460;6155383;6155590;6156181;6156316;6157329	6051616;6052848;6056144;6067720;6078895;6086505;6087519;6094854;6096108;6100705;6101822;6101932;6106243;6111814;6132858;6133907;6142334;6145309;6146423;6147571;6149111;6150535;6151367;6154545;6155503;6155685;6156186;6156816;6161253	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9253	619	491	458	444	458	500	692	408
ENSG00000268332.1	chr1;chr1	6100630;6101389	6100699;6101399	-;-	81	0	0	0	0	0	0	0	0
ENSG00000116254.13	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6161853;6166294;6166455;6166676;6169855;6170454;6171835;6172200;6172969;6173371;6181165;6181554;6184008;6184577;6185160;6185584;6185826;6186632;6187143;6188106;6188559;6188898;6190208;6191691;6194188;6194778;6195290;6196577;6196788;6202188;6202474;6203883;6204084;6206272;6206725;6208914;6209306;6211092;6212472;6214720;6215659;6219396;6228210;6240005	6165487;6166347;6166569;6166839;6170050;6170586;6171943;6172337;6173058;6173476;6181297;6181633;6184167;6184721;6185293;6185672;6185918;6186806;6187224;6188278;6188669;6189129;6190388;6191808;6194319;6194919;6195463;6196698;6196925;6202388;6202665;6203991;6204215;6206483;6206931;6209135;6209472;6211215;6212596;6214958;6215777;6219575;6228337;6240183	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9890	5	1	3	10	6	1	13	4
ENSG00000116251.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6241329;6245080;6252987;6257712;6260549;6263427;6268741;6269195	6241546;6246876;6253114;6259672;6260902;6263554;6268799;6269449	-;-;-;-;-;-;-;-	4900	1519	1153	1442	1629	1291	1188	1334	1361
ENSG00000226944.1	chr1;chr1;chr1	6264900;6265266;6265814	6265042;6265473;6265840	-;-;-	378	2	4	1	6	4	2	4	2
ENSG00000158286.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6265535;6266189;6266596;6267439;6268678;6269175;6269328;6269984;6270283;6270430;6271927;6272278;6272742;6278349;6279296	6266161;6266362;6266786;6268367;6269085;6269256;6269599;6270030;6270355;6271178;6272113;6272476;6273243;6278429;6281359	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6585	122	126	200	432	161	190	206	124
ENSG00000116237.11	chr1;chr1;chr1;chr1;chr1;chr1	6281253;6291962;6293534;6294465;6294946;6295777	6285322;6292179;6293703;6294571;6295034;6296032	-;-;-;-;-;-	4910	1375	1021	963	1414	1185	798	806	669
ENSG00000225077.2	chr1;chr1;chr1;chr1;chr1	6296300;6297026;6297305;6297831;6298281	6296396;6297210;6297405;6297908;6299504	+;+;+;+;+	1685	2	2	1	0	1	2	3	2
ENSG00000173673.7	chr1;chr1;chr1;chr1	6304252;6304411;6304608;6305170	6304301;6304506;6304689;6305638	+;+;+;+	697	0	0	0	0	0	0	0	0
ENSG00000158292.6	chr1;chr1;chr1;chr1;chr1;chr1	6307406;6310500;6311398;6313778;6314610;6320885	6310063;6310684;6311590;6314207;6315074;6321035	-;-;-;-;-;-	4082	366	408	207	361	194	659	325	312
ENSG00000097021.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6324329;6341162;6342784;6354924;6366175;6378552;6387359;6393537;6399493;6409809;6412285;6418886;6420630;6445554;6453317	6324755;6341346;6342948;6355564;6366942;6378638;6387473;6393628;6399649;6409926;6412309;6419404;6420767;6445873;6454451	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4892	402	325	603	590	391	510	465	609
ENSG00000271746.1	chr1	6453615	6454451	+	837	0	0	0	0	0	0	0	0
ENSG00000069812.7	chr1;chr1;chr1;chr1;chr1	6472478;6475292;6479667;6479836;6484538	6473342;6479400;6479762;6479979;6484730	-;-;-;-;-	5407	104	116	56	146	38	197	122	146
ENSG00000187017.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6484848;6488286;6500314;6500686;6500994;6504541;6505724;6508103;6508527;6508701;6510434;6511663;6517244;6517421;6520059;6521240	6485309;6488479;6500500;6500868;6501125;6504742;6505995;6508177;6508621;6509151;6510530;6512156;6517323;6517432;6521040;6521430	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4109	55	53	141	169	112	170	86	197
ENSG00000265392.1	chr1	6489894	6489956	-	63	0	0	0	0	0	0	0	0
ENSG00000231868.1	chr1;chr1;chr1	6503094;6505622;6506972	6503229;6505741;6507066	-;-;-	351	0	0	0	0	0	0	0	0
ENSG00000215788.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1	6521211;6522054;6522379;6522689;6522923;6525148;6525500	6521822;6522234;6522667;6522726;6524779;6525332;6526255	-;-;-;-;-;-;-	3918	224	186	211	268	151	544	596	420
ENSG00000171680.16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6526152;6527885;6529102;6529395;6529604;6530296;6530566;6530795;6531050;6531818;6532587;6533046;6533311;6534073;6534511;6535522;6535991;6537589;6545384;6545896;6550505;6551697;6556553;6557019;6557380;6579505	6527632;6528646;6529301;6529510;6529736;6530415;6530703;6530944;6531697;6531868;6532682;6533234;6533514;6534224;6535198;6535582;6536096;6537718;6545529;6546014;6550640;6551760;6556756;6557156;6557484;6580121	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6954	195	185	175	411	173	251	182	141
ENSG00000162408.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6581407;6586756;6589054;6592028;6592289;6593340;6601890;6604886;6605105;6609316;6610456;6614167	6586063;6586889;6589231;6592139;6592820;6593501;6601987;6605077;6605240;6609758;6610675;6614595	-;-;-;-;-;-;-;-;-;-;-;-	7293	218	161	222	226	147	198	242	183
ENSG00000253022.1	chr1	6600914	6601024	+	111	0	0	0	0	0	0	0	0
ENSG00000229519.2	chr1;chr1	6607965;6608508	6608193;6608679	+;+	401	0	0	0	0	0	0	0	0
